domain,name,min,max,avg,total,count 
ov__pass,BidirectionalGRUSequenceDecomposition,32600,32600,32600.0,32600,1
ov__pass,BidirectionalRNNSequenceDecomposition,31900,31900,31900.0,31900,1
ov__pass,ConvertShapeOf1To3,52000,52000,52000.0,52000,1
ov__pass,ConvertNMS1ToNMS9,31500,43800,37650.0,75300,2
ov__pass,ConvertNMS3ToNMS9,31300,43000,37150.0,74300,2
ov__pass,ConvertNMS4ToNMS9,30700,43900,37300.0,74600,2
ov__pass,ConvertNMS5ToNMS9,31300,50200,40750.0,81500,2
ov__pass,ConvertNMS9ToNMSIEInternal,50000,50000,50000.0,50000,1
ov__pass,ConvertNMSRotatedToNMSIEInternal,56200,56200,56200.0,56200,1
ov__pass,ConvertGP9ToGPIEInternal,57600,57600,57600.0,57600,1
ov__pass,ConvertMatrixNmsToMatrixNmsIE,44200,44200,44200.0,44200,1
ov__pass,ConvertGather0D,46100,46100,46100.0,46100,1
ov__pass,ConvertMulticlassNmsToMulticlassNmsIE,43900,43900,43900.0,43900,1
ov__pass,DecomposeReduceForScalarOutput,45900,45900,45900.0,45900,1
ov__pass,ConvertReduceToReshape,1051900,1051900,1051900.0,1051900,1
ov__pass,ConvertAvgPoolingToReduce,64100,64100,64100.0,64100,1
ov__pass,DecomposeReduceForFalseKeepDims,125400,125400,125400.0,125400,1
ov__pass,NormalizeL2DecompositionGPU,56900,56900,56900.0,56900,1
ov__pass,LoraSubgraphFusion,532100,573800,552950.0,1105900,2
ov__pass,UnrollTensorIterator,783100,783100,783100.0,783100,1
ov__pass,MoveEltwiseUpThroughDataMovScalar,311300,311300,311300.0,311300,1
ov__pass,RoPEFusionFlux,186300,258100,222200.0,444400,2
ov__pass,RoPEFusionGPTNEOX,182800,232100,203350.0,813400,4
ov__pass,RoPEFusionGPTOSS,31900,46200,39050.0,78100,2
ov__pass,RoPEFusionCosSinPreprocess,30900,61900,46400.0,92800,2
ov__pass,RoPEFusionPreprocess,232500,246400,239450.0,478900,2
ov__pass,RoPEFusionChatGLM,222700,257100,244150.0,976600,4
ov__pass,RoPEFusionChatGLMHF,32200,44100,38150.0,76300,2
ov__pass,RoPEFusionQwen,241900,269400,255650.0,511300,2
ov__pass,RoPEFusionLtxVideo,134300,134300,134300.0,134300,1
ov__pass,RoPEFusion,8946600,13412000,11179300.0,22358600,2
ov__pass,IncreasePositionIdsPrecisionBase,53400,53400,53400.0,53400,1
ov__pass,IncreasePositionIdsPrecisionForQwen25VL,56500,56500,56500.0,56500,1
ov__pass,IncreasePositionIdsPrecisionForQwen3VL,66800,66800,66800.0,66800,1
ov__pass,IncreasePositionIdsPrecisionForLtxVideo,42800,42800,42800.0,42800,1
ov__pass,IncreasePositionIdsPrecisionForGPTOSS,43000,43000,43000.0,43000,1
ov__pass,IncreasePositionIdsPrecision,5363500,5363500,5363500.0,5363500,1
ov__pass,SwiGluFusionWithClamp,55600,55600,55600.0,55600,1
ov__pass,ConvertWeightCompressedConv1x1ToMatmul,230700,263100,246900.0,493800,2
ov__pass,IncreasePrecisionForQwenVLMerger,54600,54600,54600.0,54600,1
ov__pass,IncreaseRMSInputPrecision,2506200,2506200,2506200.0,2506200,1
ov__pass,ov::intel_gpu::ClampFP16Output,49800,49800,49800.0,49800,1
ov__pass,ConvertMatMulToFullyConnected,52200,52200,52200.0,52200,1
ov__pass,MoveFCReshapeToWeights,32100,43100,37600.0,75200,2
ov__pass,ConvertFullyConnectedToFullyConnectedCompressed,33300,47700,40500.0,81000,2
ov__pass,FullyConnectedHorizontalFusion,49300,49300,49300.0,49300,1
ov__pass,LoRASubgraphHorizontalFusion,48500,48500,48500.0,48500,1
ov__pass,LoRAHorizontalFusion,54600,54600,54600.0,54600,1
ov__pass,SDPAScaleFusionPass,357600,357600,357600.0,357600,1
ov__pass,SDPAScaleFusion,3140300,3140300,3140300.0,3140300,1
ov__pass,ConvertGatherToGatherCompressed,47000,47000,47000.0,47000,1
ov__pass,KVCacheFusion,43800,43800,43800.0,43800,1
ov__pass,FullyConnectedConvertFusion,66600,66600,66600.0,66600,1
ov__pass,TransposeFusion,3851000,3851000,3851000.0,3851000,1
ov__pass,UnsqueezeBroadcastReshapeSDPAFusion,319400,319400,319400.0,319400,1
ov__pass,GLUFusion,98500,98500,98500.0,98500,1
ov__pass,IndirectKVCache,1863400,1863400,1863400.0,1863400,1
ov__pass,KVCacheCompression,684700,684700,684700.0,684700,1
ov__pass,AsymmetricConvolutionMatcher,208000,208000,208000.0,208000,1
ov__pass,ConvolutionMatcher,1067300,1067300,1067300.0,1067300,1
ov__pass,ConvertConvolutionToInternal,2558500,2558500,2558500.0,2558500,1
ov__pass,MoveEltwiseUpThroughDataMovPerChannel,443100,443100,443100.0,443100,1
ov__pass,ConvertStridedSlicesToVariadicSplit,59800,59800,59800.0,59800,1
ov__pass,BroadcastAndPadZeroPointBuffers,140500,140500,140500.0,140500,1
ov__pass,OptimizeSubsequentReshapes,55800,55800,55800.0,55800,1
ov__pass,SinkReshapeIfNeeded,51200,51200,51200.0,51200,1
ov__pass,DynamicQuantizeFullyConnected,305400,305400,305400.0,305400,1
ov__pass,EliminatePad,41000,41000,41000.0,41000,1
ov__pass,ConstantsReduce,933600,933600,933600.0,933600,1
ov__pass,CompressedGatherTransformation,132700,132700,132700.0,132700,1
ov__pass,MarkShapeOfSubgraphs,468900,468900,468900.0,468900,1
ov__pass,KeepConstAndDecompression,31300,138600,84950.0,169900,2
ov__pass,AUGRUCellFusion,237300,237300,237300.0,237300,1
ov__pass,TSShapeOfForward,63200,63200,63200.0,63200,1
ov__pass,StatefulSDPAFusion,1172800,1172800,1172800.0,1172800,1
ov__pass,SDPAFuseTransposeReshape,181600,181600,181600.0,181600,1
ov__pass,SDPASubgraphFusion,28390800,28390800,28390800.0,28390800,1
ov__pass,ConvertGather1ToGather7,60600,60600,60600.0,60600,1
ov__pass,ConvertSoftMax8ToSoftMax1,44900,44900,44900.0,44900,1
ov__pass,ConvertPriorBox8To0,47200,47200,47200.0,47200,1
ov__pass,ConvertDetectionOutput1ToDetectionOutput8,45900,45900,45900.0,45900,1
ov__pass,ConvertROIAlign3To9,43200,43200,43200.0,43200,1
ov__pass,ConvertPad12ToPad1,226200,226200,226200.0,226200,1
ov__pass,ConvertShapeOf3,57400,57400,57400.0,57400,1
ov__pass,InsertConvertAfterExtension,242100,242100,242100.0,242100,1
ov__pass,EliminateIdentityConvert,47400,47400,47400.0,47400,1
ov__pass,SwapConvertTranspose,42300,42300,42300.0,42300,1
ov__pass,ConvertToInteraction,254600,254600,254600.0,254600,1
ov__pass,ConvertInteractionInt8,44000,44000,44000.0,44000,1
ov__pass,PermuteSliceAndInterpolation,177800,177800,177800.0,177800,1
ov__pass,ConvertBroadcast3,57500,57500,57500.0,57500,1
ov__pass,ReshapePRelu,45200,45200,45200.0,45200,1
ov__pass,MoveEltwiseUpThroughDataMov,318000,318000,318000.0,318000,1
ov__pass,FuseFQtoInteraction,48600,48600,48600.0,48600,1
ov__pass,ConvertFqRnnToQuantizedRnn,258500,258500,258500.0,258500,1
ov__pass,RoPEFusionGPTJ,49100,49100,49100.0,49100,1
ov__pass,RoPEFusionIOSlicing,56000,56000,56000.0,56000,1
ov__pass,RoPEShareCosSin,43600,43600,43600.0,43600,1
ov__pass,CausalMaskPreprocess,49300,49300,49300.0,49300,1
ov__pass,CausalMaskPreprocessFusion,3052600,3052600,3052600.0,3052600,1
ov__pass,DecomposeRMSNorm,46700,46700,46700.0,46700,1
ov__pass,NgramFusion,49100,49100,49100.0,49100,1
ov__pass,SnippetsMarkSkipped,1329500,1329500,1329500.0,1329500,1
ov__pass,snippets::pass::EnumerateNodes,2633100,2633100,2633100.0,2633100,1
ov__pass,ExtractReshapesFromMHA,91900,91900,91900.0,91900,1
ov__pass,snippets::pass::TokenizeMHASnippets,72300,72300,72300.0,72300,1
ov__pass,snippets::pass::TokenizeMLPSeqSnippets,46500,46500,46500.0,46500,1
ov__pass,snippets::pass::TransformConvertToConvertTruncation,5600,36500,9468.75,151500,16
ov__pass,snippets::pass::CommonOptimizations,3388300,3388300,3388300.0,3388300,1
ov__pass,snippets::pass::SnippetsTokenization,25410400,25410400,25410400.0,25410400,1
ov__pass,FakeQuantizeDecomposition,118400,118400,118400.0,118400,1
ov__pass,FakeConvertDecomposition,80700,80700,80700.0,80700,1
ov__pass,MoEMatMulsFusion,71300,71300,71300.0,71300,1
ov__pass,ConvertBatchGatherMatmulToBatchGatherMatmulCompressed,53400,53400,53400.0,53400,1
ov__pass,ConvertMatMulToFC,47200,47200,47200.0,47200,1
ov__pass,FullyConnectedBiasFusion,187400,187400,187400.0,187400,1
ov__pass,ConvertFCToFCQuantizedLegacy,44400,44400,44400.0,44400,1
ov__pass,AlignMatMulInputRanks,43800,43800,43800.0,43800,1
ov__pass,ConvertTileToSeqTiles,54500,54500,54500.0,54500,1
ov__pass,ConvertToPowerStatic,632100,632100,632100.0,632100,1
ov__pass,ConvertToLeakyRelu,44400,44400,44400.0,44400,1
ov__pass,ConvertToSwishCPU,9000,476400,42394.117647058825,720700,17
ov__pass,OptimizeSequenceTransposes,47400,47400,47400.0,47400,1
ov__pass,ReshapeSequenceFusion,36200,36200,36200.0,36200,1
ov__pass,MoveReadValueInputsToSubgraph,49500,49500,49500.0,49500,1
ov__pass,snippets::pass::Canonicalization,1500,1314200,84225.0,1347600,16
ov__pass,snippets::pass::AnalyzeBroadcastableInputs,4100,1379800,92200.0,1475200,16
ov__pass,snippets::pass::AlignElementTypes,500,1556800,98037.5,1568600,16
ov__pass,snippets::pass::BroadcastToMoveBroadcast,1700,21700,3287.5,52600,16
ov__pass,snippets::pass::ReduceToSnippetsReduce,1600,23800,3668.75,58700,16
ov__pass,snippets::pass::ConvertConstantsToScalars,2800,30700,5396.875,172700,32
ov__pass,snippets::pass::ConvertPowerToPowerStatic,2800,30300,5562.5,89000,16
ov__pass,BrgemmToBrgemmCPU,4000,1471300,96575.0,1545200,16
ov__pass,snippets::pass::PropagatePrecision,5900,1545400,103537.5,1656600,16
ov__pass,RemoveConverts,1400,11600,2293.75,36700,16
ov__pass,MulAddToFMA,1500,1335000,89456.25,1431300,16
ov__ReadTime,CoreImpl::read_model from file,11145800,54070700,32608250.0,65216500,2
ov__op__gpu,constant:sub_block1.conv3.weight,2192100,2192100,2192100.0,2192100,1
ov__op__gpu,constant:sub_block1.conv2.weight,1248000,1248000,1248000.0,1248000,1
ov__op__gpu,constant:sub_block1.conv1.weight,1460200,1460200,1460200.0,1460200,1
ov__op__gpu,constant:final_block3.conv4.weight,1302200,1302200,1302200.0,1302200,1
ov__op__gpu,constant:final_block3.conv3.weight,1665000,1665000,1665000.0,1665000,1
ov__op__gpu,constant:final_block3.conv2.weight,1210400,1210400,1210400.0,1210400,1
ov__op__gpu,constant:final_block3.conv1.weight,1257200,1257200,1257200.0,1257200,1
ov__op__gpu,constant:final_block2.conv4.weight,1396100,1396100,1396100.0,1396100,1
ov__op__gpu,constant:final_block2.conv3.weight,1193100,1193100,1193100.0,1193100,1
ov__op__gpu,constant:final_block2.conv2.weight,1820100,1820100,1820100.0,1820100,1
ov__op__gpu,constant:final_block2.conv1.weight,1825900,1825900,1825900.0,1825900,1
ov__op__gpu,constant:final_block1.conv4.weight,1271400,1271400,1271400.0,1271400,1
ov__op__gpu,constant:final_block1.conv3.weight,1322100,1322100,1322100.0,1322100,1
ov__op__gpu,constant:final_block1.conv2.weight,1338200,1338200,1338200.0,1338200,1
ov__op__gpu,constant:final_block1.conv1.weight,1923100,1923100,1923100.0,1923100,1
ov__op__gpu,constant:conv_transpose.weight,1468300,1468300,1468300.0,1468300,1
ov__op__gpu,constant:conv8.weight,1427900,1427900,1427900.0,1427900,1
ov__op__gpu,constant:conv7.weight,1359500,1359500,1359500.0,1359500,1
ov__op__gpu,constant:conv6_1.weight,1243600,1243600,1243600.0,1243600,1
ov__op__gpu,constant:conv5_3.weight,1154600,1154600,1154600.0,1154600,1
ov__op__gpu,constant:conv5_1.weight,2081400,2081400,2081400.0,2081400,1
ov__op__gpu,constant:conv4_3.weight,1321100,1321100,1321100.0,1321100,1
ov__op__gpu,constant:conv4_1.weight,1298600,1298600,1298600.0,1298600,1
ov__op__gpu,constant:conv3_3.weight,1237500,1237500,1237500.0,1237500,1
ov__op__gpu,constant:conv3_2.weight,1433800,1433800,1433800.0,1433800,1
ov__op__gpu,constant:conv3_1.weight,1417000,1417000,1417000.0,1417000,1
ov__op__gpu,constant:conv2_1.weight,1257600,1257600,1257600.0,1257600,1
ov__op__gpu,constant:conv1.weight,1176500,1176500,1176500.0,1176500,1
ov__op__gpu,constant:block4.sub_block.conv3.weight,1479400,1479400,1479400.0,1479400,1
ov__op__gpu,constant:block4.sub_block.conv2.weight,1245800,1245800,1245800.0,1245800,1
ov__op__gpu,constant:block4.sub_block.conv1.weight,1193900,1193900,1193900.0,1193900,1
ov__op__gpu,constant:block4.conv1.weight,1317300,1317300,1317300.0,1317300,1
ov__op__gpu,constant:block3.sub_block.conv3.weight,1851800,1851800,1851800.0,1851800,1
ov__op__gpu,constant:block3.sub_block.conv2.weight,1345400,1345400,1345400.0,1345400,1
ov__op__gpu,constant:block3.sub_block.conv1.weight,1309900,1309900,1309900.0,1309900,1
ov__op__gpu,constant:block3.conv1.weight,1535700,1535700,1535700.0,1535700,1
ov__op__gpu,constant:block2.sub_block.conv3.weight,1976200,1976200,1976200.0,1976200,1
ov__op__gpu,constant:block2.sub_block.conv2.weight,1333900,1333900,1333900.0,1333900,1
ov__op__gpu,constant:block2.sub_block.conv1.weight,1401800,1401800,1401800.0,1401800,1
ov__op__gpu,constant:block2.conv1.weight,2461400,2461400,2461400.0,2461400,1
ov__op__gpu,constant:block1.sub_block.conv3.weight,1268400,1268400,1268400.0,1268400,1
ov__op__gpu,constant:block1.sub_block.conv2.weight,1209000,1209000,1209000.0,1209000,1
ov__op__gpu,constant:block1.sub_block.conv1.weight,3566400,3566400,3566400.0,3566400,1
ov__op__gpu,constant:block1.conv1.weight,1378300,1378300,1378300.0,1378300,1
ov__op__gpu,constant:Reshape_873,1175100,1175100,1175100.0,1175100,1
ov__op__gpu,constant:Reshape_744,1562900,1562900,1562900.0,1562900,1
ov__op__gpu,constant:Reshape_615,1468200,1468200,1468200.0,1468200,1
ov__op__gpu,constant:Reshape_486,1438300,1438300,1438300.0,1438300,1
ov__op__gpu,constant:Reshape_43,1378900,1378900,1378900.0,1378900,1
ov__op__gpu,constant:Reshape_358,1625000,1625000,1625000.0,1625000,1
ov__op__gpu,constant:Reshape_264,1322800,1322800,1322800.0,1322800,1
ov__op__gpu,constant:Reshape_171,1254800,1254800,1254800.0,1254800,1
ov__op__gpu,constant:Reshape_1363,1607700,1607700,1607700.0,1607700,1
ov__op__gpu,constant:Reshape_1228,1692000,1692000,1692000.0,1692000,1
ov__op__gpu,constant:Reshape_1093,1638300,1638300,1638300.0,1638300,1
ov__op__gpu,constant:sub_block1.conv3.weight_weights_reorder_16,2056800,2056800,2056800.0,2056800,1
ov__op__gpu,constant:sub_block1.conv2.weight_weights_reorder_15,1481100,1481100,1481100.0,1481100,1
ov__op__gpu,constant:sub_block1.conv1.weight_weights_reorder_14,1842400,1842400,1842400.0,1842400,1
ov__op__gpu,constant:final_block3.conv4.weight_weights_reorder_52,1580900,1580900,1580900.0,1580900,1
ov__op__gpu,constant:final_block3.conv3.weight_weights_reorder_51,1726600,1726600,1726600.0,1726600,1
ov__op__gpu,constant:final_block3.conv2.weight_weights_reorder_50,1569000,1569000,1569000.0,1569000,1
ov__op__gpu,constant:final_block3.conv1.weight_weights_reorder_49,1787000,1787000,1787000.0,1787000,1
ov__op__gpu,constant:final_block2.conv4.weight_weights_reorder_47,1354400,1354400,1354400.0,1354400,1
ov__op__gpu,constant:final_block2.conv3.weight_weights_reorder_46,1496600,1496600,1496600.0,1496600,1
ov__op__gpu,constant:final_block2.conv2.weight_weights_reorder_45,1939600,1939600,1939600.0,1939600,1
ov__op__gpu,constant:final_block2.conv1.weight_weights_reorder_44,2348800,2348800,2348800.0,2348800,1
ov__op__gpu,constant:final_block1.conv4.weight_weights_reorder_42,2095300,2095300,2095300.0,2095300,1
ov__op__gpu,constant:final_block1.conv3.weight_weights_reorder_41,1728100,1728100,1728100.0,1728100,1
ov__op__gpu,constant:final_block1.conv2.weight_weights_reorder_40,1658600,1658600,1658600.0,1658600,1
ov__op__gpu,constant:final_block1.conv1.weight_weights_reorder_39,2036000,2036000,2036000.0,2036000,1
ov__op__gpu,constant:conv_transpose.weight_reorder_fmt,1541400,1541400,1541400.0,1541400,1
ov__op__gpu,constant:conv8.weight_weights_reorder_37,2021400,2021400,2021400.0,2021400,1
ov__op__gpu,constant:conv7.weight_weights_reorder_38,1417000,1417000,1417000.0,1417000,1
ov__op__gpu,constant:conv6_1.weight_weights_reorder_12,1688000,1688000,1688000.0,1688000,1
ov__op__gpu,constant:conv5_3.weight_weights_reorder_11,1493400,1493400,1493400.0,1493400,1
ov__op__gpu,constant:conv5_1.weight_weights_reorder_9,1636100,1636100,1636100.0,1636100,1
ov__op__gpu,constant:conv4_3.weight_weights_reorder_8,1868200,1868200,1868200.0,1868200,1
ov__op__gpu,constant:conv4_1.weight_weights_reorder_6,1896700,1896700,1896700.0,1896700,1
ov__op__gpu,constant:conv3_3.weight_weights_reorder_5,1832500,1832500,1832500.0,1832500,1
ov__op__gpu,constant:conv3_2.weight_weights_reorder_4,1777400,1777400,1777400.0,1777400,1
ov__op__gpu,constant:conv3_1.weight_weights_reorder_3,1947600,1947600,1947600.0,1947600,1
ov__op__gpu,constant:conv2_1.weight_weights_reorder_1,1977600,1977600,1977600.0,1977600,1
ov__op__gpu,constant:conv1.weight_weights_reorder_0,1414600,1414600,1414600.0,1414600,1
ov__op__gpu,constant:block4.sub_block.conv3.weight_weights_reorder_36,1493600,1493600,1493600.0,1493600,1
ov__op__gpu,constant:block4.sub_block.conv2.weight_weights_reorder_35,1405000,1405000,1405000.0,1405000,1
ov__op__gpu,constant:block4.sub_block.conv1.weight_weights_reorder_34,1727600,1727600,1727600.0,1727600,1
ov__op__gpu,constant:block4.conv1.weight_weights_reorder_32,2270900,2270900,2270900.0,2270900,1
ov__op__gpu,constant:block3.sub_block.conv3.weight_weights_reorder_31,1382900,1382900,1382900.0,1382900,1
ov__op__gpu,constant:block3.sub_block.conv2.weight_weights_reorder_30,1567700,1567700,1567700.0,1567700,1
ov__op__gpu,constant:block3.sub_block.conv1.weight_weights_reorder_29,1638100,1638100,1638100.0,1638100,1
ov__op__gpu,constant:block3.conv1.weight_weights_reorder_27,1460300,1460300,1460300.0,1460300,1
ov__op__gpu,constant:block2.sub_block.conv3.weight_weights_reorder_26,1719000,1719000,1719000.0,1719000,1
ov__op__gpu,constant:block2.sub_block.conv2.weight_weights_reorder_25,2279400,2279400,2279400.0,2279400,1
ov__op__gpu,constant:block2.sub_block.conv1.weight_weights_reorder_24,1515600,1515600,1515600.0,1515600,1
ov__op__gpu,constant:block2.conv1.weight_weights_reorder_22,1903300,1903300,1903300.0,1903300,1
ov__op__gpu,constant:block1.sub_block.conv3.weight_weights_reorder_21,1471000,1471000,1471000.0,1471000,1
ov__op__gpu,constant:block1.sub_block.conv2.weight_weights_reorder_20,1356000,1356000,1356000.0,1356000,1
ov__op__gpu,constant:block1.sub_block.conv1.weight_weights_reorder_19,1912500,1912500,1912500.0,1912500,1
ov__op__gpu,constant:block1.conv1.weight_weights_reorder_17,1700400,1700400,1700400.0,1700400,1
ov__op__gpu,constant:Reshape_873_weights_reorder_33,1944900,1944900,1944900.0,1944900,1
ov__op__gpu,constant:Reshape_744_weights_reorder_28,1640800,1640800,1640800.0,1640800,1
ov__op__gpu,constant:Reshape_615_weights_reorder_23,1655100,1655100,1655100.0,1655100,1
ov__op__gpu,constant:Reshape_486_weights_reorder_18,1641700,1641700,1641700.0,1641700,1
ov__op__gpu,constant:Reshape_43_weights_reorder_2,1986500,1986500,1986500.0,1986500,1
ov__op__gpu,constant:Reshape_358_weights_reorder_13,1644500,1644500,1644500.0,1644500,1
ov__op__gpu,constant:Reshape_264_weights_reorder_10,1536500,1536500,1536500.0,1536500,1
ov__op__gpu,constant:Reshape_171_weights_reorder_7,1458500,1458500,1458500.0,1458500,1
ov__op__gpu,constant:Reshape_1363_weights_reorder_53,1358100,1358100,1358100.0,1358100,1
ov__op__gpu,constant:Reshape_1228_weights_reorder_48,1790800,1790800,1790800.0,1790800,1
ov__op__gpu,constant:Reshape_1093_weights_reorder_43,1543500,1543500,1543500.0,1543500,1
ov__op__gpu,parameter:pixel_values,10000,1385300,29735.632183908045,2587000,87
ov__op__gpu,convert:Convert_3581,18700,3135200,58787.35632183908,5114500,87
ov__op__gpu,convolution:/conv1/Conv/WithoutBiases,47600,1740700,72350.57471264368,6294500,87
ov__op__gpu,convolution:/conv2_1/Conv/WithoutBiases,14000,2115500,40693.10344827586,3540300,87
ov__op__gpu,convolution:/conv2_2/Conv/WithoutBiases,12500,1324800,29516.091954022988,2567900,87
ov__op__gpu,reducemean:/ReduceMean,14800,1532500,34626.4367816092,3012500,87
ov__op__gpu,convolution:/conv3_1/Conv/WithoutBiases,11800,1574200,32568.96551724138,2833500,87
ov__op__gpu,convolution:/conv3_2/Conv/WithoutBiases,11000,1557700,30129.885057471263,2621300,87
ov__op__gpu,multiply:/Mul,8100,1440300,26526.436781609194,2307800,87
ov__op__gpu,convolution:/conv3_3/Conv/WithoutBiases,9900,1453300,28548.275862068964,2483700,87
ov__op__gpu,convolution:/conv4_1/Conv/WithoutBiases,10600,1670800,31464.367816091955,2737400,87
ov__op__gpu,convolution:/conv4_2/Conv/WithoutBiases,11100,1754100,32672.41379310345,2842500,87
ov__op__gpu,convolution:/conv4_3/Conv/WithoutBiases,10400,1633600,30605.74712643678,2662700,87
ov__op__gpu,convolution:/conv5_1/Conv/WithoutBiases,10100,2020800,34665.51724137931,3015900,87
ov__op__gpu,convolution:/conv5_2/Conv/WithoutBiases,10900,1716100,32467.816091954024,2824700,87
ov__op__gpu,convolution:/conv5_3/Conv/WithoutBiases,9900,1605200,29802.298850574713,2592800,87
ov__op__gpu,convolution:/conv6_1/Conv/WithoutBiases,10200,1544100,29403.44827586207,2558100,87
ov__op__gpu,convolution:/conv6_2/Conv/WithoutBiases,10100,1701600,30816.091954022988,2681000,87
ov__op__gpu,reducemean:/sub_block1/ReduceMean,12900,1827500,35435.63218390805,3082900,87
ov__op__gpu,convolution:/sub_block1/conv1/Conv/WithoutBiases,10000,1524400,28782.758620689656,2504100,87
ov__op__gpu,convolution:/sub_block1/conv2/Conv/WithoutBiases,10200,1512600,28452.873563218393,2475400,87
ov__op__gpu,multiply:/sub_block1/Mul,6700,1455000,24258.620689655174,2110500,87
ov__op__gpu,convolution:/sub_block1/conv3/Conv/WithoutBiases,11100,1611800,30709.19540229885,2671700,87
ov__op__gpu,convolution:/block1/conv1/Conv/WithoutBiases,9400,1838400,31939.080459770114,2778700,87
ov__op__gpu,convolution:/block1/conv2/Conv/WithoutBiases,10500,2259300,37800.0,3288600,87
ov__op__gpu,reducemean:/block1/sub_block/ReduceMean,7500,1524300,26608.045977011494,2314900,87
ov__op__gpu,convolution:/block1/sub_block/conv1/Conv/WithoutBiases,9800,1530100,28936.7816091954,2517500,87
ov__op__gpu,convolution:/block1/sub_block/conv2/Conv/WithoutBiases,10400,1582200,29867.816091954024,2598500,87
ov__op__gpu,multiply:/block1/sub_block/Mul,6400,1494800,24631.03448275862,2142900,87
ov__op__gpu,convolution:/block1/sub_block/conv3/Conv/WithoutBiases,9800,1989900,33908.0459770115,2950000,87
ov__op__gpu,convolution:/block2/conv1/Conv/WithoutBiases,7000,1554600,25891.954022988506,2252600,87
ov__op__gpu,convolution:/block2/conv2/Conv/WithoutBiases,6500,2186800,32433.333333333332,2821700,87
ov__op__gpu,reducemean:/block2/sub_block/ReduceMean,6400,1685600,26517.241379310344,2307000,87
ov__op__gpu,convolution:/block2/sub_block/conv1/Conv/WithoutBiases,7300,1422500,24441.379310344826,2126400,87
ov__op__gpu,convolution:/block2/sub_block/conv2/Conv/WithoutBiases,6500,1492500,24673.563218390806,2146600,87
ov__op__gpu,multiply:/block2/sub_block/Mul,5800,1537200,24360.919540229886,2119400,87
ov__op__gpu,convolution:/block2/sub_block/conv3/Conv/WithoutBiases,7000,1994500,30833.333333333332,2682500,87
ov__op__gpu,convolution:/block3/conv1/Conv/WithoutBiases,9700,1508300,28379.310344827587,2469000,87
ov__op__gpu,convolution:/block3/conv2/Conv/WithoutBiases,10300,1834500,32785.057471264365,2852300,87
ov__op__gpu,reducemean:/block3/sub_block/ReduceMean,6000,1455300,23440.22988505747,2039300,87
ov__op__gpu,convolution:/block3/sub_block/conv1/Conv/WithoutBiases,7200,1413100,24624.137931034482,2142300,87
ov__op__gpu,convolution:/block3/sub_block/conv2/Conv/WithoutBiases,6400,1545800,25225.287356321838,2194600,87
ov__op__gpu,multiply:/block3/sub_block/Mul,5300,1506400,23506.896551724138,2045100,87
ov__op__gpu,convolution:/block3/sub_block/conv3/Conv/WithoutBiases,9400,1556600,28471.264367816093,2477000,87
ov__op__gpu,convolution:/block4/conv1/Conv/WithoutBiases,6900,1784500,28279.310344827587,2460300,87
ov__op__gpu,convolution:/block4/conv2/Conv/WithoutBiases,7000,1546800,25678.16091954023,2234000,87
ov__op__gpu,reducemean:/block4/sub_block/ReduceMean,5900,1796700,27795.402298850575,2418200,87
ov__op__gpu,convolution:/block4/sub_block/conv1/Conv/WithoutBiases,6600,1662000,26689.655172413793,2322000,87
ov__op__gpu,convolution:/block4/sub_block/conv2/Conv/WithoutBiases,6500,1616700,25964.367816091955,2258900,87
ov__op__gpu,multiply:/block4/sub_block/Mul,5400,1871300,27724.137931034482,2412000,87
ov__op__gpu,convolution:/block4/sub_block/conv3/Conv/WithoutBiases,7100,1641300,26801.149425287356,2331700,87
ov__op__gpu,reducemean:/ReduceMean_1,7500,1505800,25837.931034482757,2247900,87
ov__op__gpu,convolution:/conv8/Conv/WithoutBiases,6600,1612500,26133.333333333332,2273600,87
ov__op__gpu,convolution:/conv7/Conv/WithoutBiases,9900,1622300,30198.850574712644,2627300,87
ov__op__gpu,interpolate:/final_block1/interp/Resize,6800,1520200,25702.298850574713,2236100,87
ov__op__gpu,convolution:/final_block1/conv1/Conv/WithoutBiases,9500,1423400,27563.2183908046,2398000,87
ov__op__gpu,add:/final_block1/Add,5700,2073500,33497.70114942529,2914300,87
ov__op__gpu,reducemean:/final_block1/ReduceMean,8700,1756600,30629.885057471263,2664800,87
ov__op__gpu,convolution:/final_block1/conv2/Conv/WithoutBiases,9800,1700900,31351.724137931036,2727600,87
ov__op__gpu,convolution:/final_block1/conv3/Conv/WithoutBiases,9600,1965600,33770.11494252874,2938000,87
ov__op__gpu,multiply:/final_block1/Mul,5900,1559300,24889.655172413793,2165400,87
ov__op__gpu,convolution:/final_block1/conv4/Conv/WithoutBiases,9700,1454900,27831.03448275862,2421300,87
ov__op__gpu,convolution:/final_block1/conv5/Conv/WithoutBiases,9300,2241300,36189.65517241379,3148500,87
ov__op__gpu,interpolate:/final_block2/interp/Resize,6200,1800800,27708.045977011494,2410600,87
ov__op__gpu,convolution:/final_block2/conv1/Conv/WithoutBiases,8900,2124700,35364.36781609195,3076700,87
ov__op__gpu,add:/final_block2/Add,5100,1340900,21658.620689655174,1884300,87
ov__op__gpu,reducemean:/final_block2/ReduceMean,6700,1719300,27970.114942528737,2433400,87
ov__op__gpu,convolution:/final_block2/conv2/Conv/WithoutBiases,9900,1800000,31842.528735632182,2770300,87
ov__op__gpu,convolution:/final_block2/conv3/Conv/WithoutBiases,9700,1688600,30557.471264367818,2658500,87
